iso3,crop_reduction_year6
AFG,-30.43173217370039
ALB,-33.16400790229576
DZA,257.3871945508899
AGO,-94.29959335498864
ARG,-81.50946512164798
ARM,-21.45909519292822
AUS,-34.095152538830796
AZE,-46.09080334699007
BHR,-100.0
BGD,-75.06320331619983
BRB,-100.0
BLR,-99.6478241054501
BEN,-65.82497009400514
BTN,-97.34920867603778
BOL,-83.82371978768487
BIH,-69.53535026350731
BWA,-77.39927204170787
BRA,-79.0548572036421
BRN,-100.0
BFA,-43.3461960387194
MMR,-97.82096411742104
BDI,-52.707748746061114
CPV,-100.0
KHM,-65.74070170341884
CMR,-79.93113587582125
CAN,-98.9338608088754
CAF,-88.61219192590784
TCD,-64.69973765745158
CHL,-45.49237264485107
CHN,-93.1499845812767
COL,-79.7153709755629
COD,-87.59583182222855
COG,-81.64816110615948
CRI,47.354698859361996
CIV,-84.79114727644011
CUB,-62.33682585035065
DJI,-91.78771885128896
DOM,-39.6776244052203
ECU,-86.27798033362338
EGY,-35.51182159253078
SLV,-46.65661320456256
ERI,-49.269319385749036
SWT,-73.71804172580458
ETH,-84.65010015841779
FJI,-100.0
GAB,-78.84205394050772
GMB,61.38936953877595
GEO,-73.35796331310313
GHA,-62.947795622510164
GTM,-61.31651195345882
GIN,-70.21063810514477
GNB,-48.76475739942186
GUY,-37.21337654213413
HTI,181.38334628397092
HND,-57.47474327577442
IND,-52.491195335229555
IDN,-64.10755944406458
IRN,-31.8202122823672
IRQ,-28.33510821847171
ISR,-28.30994487747354
JAM,133.716577008763
JPN,-99.27325669258103
JOR,-47.6970046314308
KAZ,-84.59408838503852
KEN,-83.83109596469625
KOR,-100.0
PRK,-100.0
KWT,20.05810345738506
KGZ,-72.37746802348117
LAO,-89.92199986946883
LBN,-21.86279733312686
LSO,-93.254019837272
LBR,-75.73642269246704
LBY,528.092317215736
MDG,-83.15131698190811
MWI,-88.50098238663483
MYS,-56.16211467826194
MLI,-23.66907201519998
MRT,-54.81274593850104
MUS,-100.0
MEX,-85.1054678472247
MDA,-82.74683728476805
MNG,-99.16687074999712
MAR,69.72164987080518
MOZ,-67.1993336492557
NAM,-87.36924111591134
NPL,-84.2803155329315
NZL,-64.74844801858603
NIC,-68.03892161187227
NER,-46.33010479578645
NGA,-68.87767780437662
MKD,-16.4536727588757
NOR,-100.0
OMN,1551.0967761092725
PAK,-46.37445813651959
PAN,43.88052078275754
PNG,-100.0
PRY,-80.89657701554754
PER,-85.1655387637243
PHL,-70.33896819599146
QAT,-99.99999999999987
RUS,-97.47009418550215
RWA,-58.72249418588553
SAU,110.80749528025603
SEN,-30.36635071370315
SRB,-78.57619213625532
SLE,-79.21465686985773
SGP,-50.801051517663545
SOM,1.0108307236613399
ZAF,-88.09562388616803
SSD,-88.01318526473268
LKA,-21.12727615258481
SDN,-43.44843528307344
SUR,28.279244999348418
CHE,-94.83026773447644
SYR,-40.163708841941094
TWN,-93.1499845812767
TJK,-58.64360912156887
TZA,-83.92060127670679
THA,-82.69626274491209
TGO,-60.83096002659589
TTO,-100.0
TUN,58.37682170809539
TUR,-29.95790028790204
TKM,-35.90675828592753
UGA,-72.23041091476966
UKR,-82.98445976969042
ARE,-12.44166768228915
USA,-95.3044607557482
URY,-78.4553764073759
UZB,-36.40449425035212
VEN,-46.75999862241759
VNM,-80.647293539076
YEM,-39.85282181971963
ZMB,-90.30072346433559
ZWE,-73.07014724265323
AUT,-93.30816530882962
BEL,-99.74755354227727
BGR,-62.24646621216065
HRV,-69.76427973326183
CYP,-8.76986778395061
CZE,-95.98763076943594
DNK,-100.0
EST,-100.0
FIN,-100.0
FRA,-70.84928025006704
DEU,-99.80873694689424
GRC,-25.81842661580479
HUN,-75.22763355052406
IRL,-90.85727546279661
ITA,-57.47220844986126
LVA,-100.0
LTU,-100.0
LUX,-98.59236934396434
MLT,-100.0
NLD,-100.0
POL,-96.54019098428785
PRT,-48.9889459694425
ROU,-77.7087305038151
SVK,-74.14287722704165
SVN,-85.27042428957557
ESP,20.467356311621142
SWE,-100.0
GBR,-98.183150403383
